Product Name,Name,Stars,Title,Date,Description
"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",DR7,4.0,"4.0 out of 5 stars
Inspire 2 does most of things that it's supposed to do.",N/A,"Inspire 2 fits well, feels light on the hand with quality band. The free one year fitbit premium is a bonus but haven't explored it much in the first one month. Below are the few key details of the inspire 2 functionalities.1. Excellent battery life as claimed for a normal 24*7 usage.2. Tends to slightly over count the steps which is a common aspect with all fitbit devices.3. Accurate sleep and heart rate monitoring.4. Faced issues while initiating the premium free trail. Instead of starting the free trail, it directly charged me for one month subscription but upon reporting the issue to support team, they promptly resolved the issue and even refunded the amount that was charged for the one month subscription.5. Engaging health insights.6. Notifications functionality isn't working properly. With same settings, sometimes it shows the notifications and sometimes it doesn't but it isn't a deal breaker for me.7. Finally, the extremely short charging cable is utterly disappointing when one considers the price that's been paid. The length of the charger is  about 10-15 cms and one will great difficulties in finding an appropriate charging spot unless it's connected to a laptop.8. Haven't explored much of the activities tracking except for walking.All in all, inspire 2 does most of things that it's supposed to do.
Read more"
"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Alka Gupta,5.0,"5.0 out of 5 stars
Simple and Accurate sensors.",N/A,"Better than any other smartwatch
Read more"
"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Amazon Customer,5.0,"5.0 out of 5 stars
Works Perfectly, great battery",N/A,"This Fitbit Inspire 2 has actually inspired me to do my 10, 000 steps a day, and it's fun seeing your progress and active minutes in tangible, measurable data. It's also the most comfortable band I've ever worn- very soft, and even though it's all plastic, it's solid, high quality plastic. Band fits securely even on my skinny wrists. The app is OK; could be more intuitive, but you get used to it. It's nice being able to see my resting heart rate go down with regular exercise, and the menstrual cycle tracker is useful too- has accurately warned me a couple days before I start my period. Battery life is EXCELLENT; much better than my old Charge 2. Lasts 7-10 days easily if you don't work out every single day. It actually IS water and sweat resistant as it claims, doesn't get as sticky or uncomfortable as some other smart watches or fitness trackers.There are a couple of things I don't like: the charger is proprietary, which means one more adapter and cable to pack instead of the widely used USB Type C. Also the squeeze to toggle modes function often activates when I bend my wrist backwards. I imagine this would be a dealbreaker if I did a lot of yoga, but even if you're playing racquet sports and wearing this on your non dominant hand, this shouldn't be an issue.Apart from that, I really can't think of any downsides. Would recommend for people who want to maintain or build a good level of fitness and don't want to charge their device too often.
Read more"
"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Parikshit S G,1.0,"1.0 out of 5 stars
Poor battery, no service center in India",N/A,"I purchased Inspire 2 from Amazon in India. After 5 months I started facing issues with charging it. This band will charge only if remaining battery life is 5% or 0.It used to take me day or 2 to get charging started once it was at 5% or less.When I raised this issue with Fitbit support they acknowledged & sent a replacement from Hong Kong as they have no service center in India.The replacement band has extremely dim light & its unuseable, I tried to change dim light settings to no avail. Both bands are useless now.
Read more"
"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",George Jo Mathew,5.0,"5.0 out of 5 stars
Good watch",N/A,"Happy with the performance of the watch. Battery lasts very long
Read more"
"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Koushik,4.0,"4.0 out of 5 stars
Accurate measurements, but very dull display",N/A,"Pros:--very good tracking.-good app and Ui.-battery life is 15 days.Cons:--Display is so dull , nothing will be visible in outdoor sunlight.- limited watch faces , wish there was a brighter and bigger watch face.
Read more"
"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",SANT GAJANAN MEDICAL STORE,3.0,"3.0 out of 5 stars
Not worthy for the price",N/A,"The media could not be loaded.
                



 It do not have accuracy and the features are quite limited
Read more"
"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",LR27,N/A,Me gusto,N/A,"Me gusta que es ligero y pequeño, cumple con las funciones que necesito, se ve estético, le dura mucho la batería y por el precio se me hizo excelente.
Read more"
"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Kayla N.,N/A,I love it,N/A,"It is a bit confusing at first, but I have figured it out n I love it.
Read more"
"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Steve McBride,N/A,My Inspire 2 is pretty accurate - and when it is not - it is amusing,N/A,"I bought my Inspire 2 a couple months ago, and I just love it!What I use it for is as a heart rate monitor and to track my sleep.  It has a really long battery life - I recharge it about every 10 days (it sends me an email to remind me when it needs charging).  It is also really lightweight.My normal forms of exercise are: weights, treadmill, walks (our neighborhood is quite hilly), and yoga.  My fitbit does really well at tracking my heart rate on walks - and it leverages my phone's GPS for distance.  It sometimes does well at tracking intensity on the treadmill, and sometimes not.  How tightly you wear the watchband affects if it misses beats.  An amusing aspect of the heart rate monitor is - that something about going shopping at Costco with my wife sometimes causes my heart rate to go up quite a bit.  I think it is we naturally shop at different speeds.  I try to fob the increase in heart rate off as the romance of shopping together, but my wife is not buying it...  The fitbit will report those bouts of high heart rate as exercise.  Normally, though, the heart rate is pretty accurate - I was in the hospital for a little while - and one of the things I liked to do was compare my fitbit's heart rate measure - with that of the hospital's heart rate monitor.  In general they were within 1 beat of each other.  I use the Active Zone Minutes feature of fitbit to help me track my 150 minutes of moderate exercise a week.  Active Zone Minutes can be more or less accurate, so I don't follow them religiously, but more as a motivator to do more.As a sleep tracker my fitbit is also very useful.  I am trying to get more sleep -- and having an objective source of data gives me feedback on how I am doing .  I have noticed though, if you sit really still for a long period of time, such as in an emergency room, it interprets that as sleep.  I suppose sitting quietly is a form of rest, so I don't feel too bad about that.I find my fitbit very motivating -- it causes me to do more exercise than I would have otherwise.  I think the mind set that it promotes is very helpful.  It makes a great watch.  For the most part it is unobtrusive.  If you already have a smart-phone, and want to improve your health, the Inspire 2 is reasonably priced for what it gives.  So far I have not used the Premium features that much - so I don't have an opinion on that at this point.Cronometer (a nutrition tracking app - that can also be used to track biometrics) can be linked to my fitbit, and automatically grab some metrics - I find that very useful too.  Fitbit is mostly focused on exercise - I find it easier to use Cronometer to track food, blood pressure, blood glucose, weight etc...I did also try the fitbit smart scale but it did not work well for me, so I manually enter weight data into my fitbit app.The Inspire 2 is definitely a keeper and, for me, well worth the money.
Read more"
"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Basile MAKAYA,N/A,Produit,N/A,"Il convient parfaitement à mon activité, que ce soit au travail ou au sport. Il est simple et discret. J'ai acheté un modèle en ""presque neuf"", il n'avait aucun problème
Read more"
